JAK2:gene_hugo;positive regulation of transcription by RNA polymerase II:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;regulation of receptor signaling pathway via JAK-STAT:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;positive regulation of receptor signaling pathway via JAK-STAT:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;protein autophosphorylation:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;platelet-derived growth factor receptor signaling pathway:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;regulation of inflammatory response:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;modulation of chemical synaptic transmission:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;positive regulation of NK T cell proliferation:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;positive regulation of nitric-oxide synthase biosynthetic process:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;type II interferon-mediated signaling pathway:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;growth hormone receptor signaling pathway:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;growth hormone receptor signaling pathway via JAK-STAT:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;positive regulation of growth hormone receptor signaling pathway:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;mammary gland epithelium development:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;interleukin-6-mediated signaling pathway:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;positive regulation of leukocyte proliferation:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;response to interleukin-12:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;interleukin-35-mediated signaling pathway:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;cellular response to lipopolysaccharide:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;cellular response to dexamethasone stimulus:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;extrinsic apoptotic signaling pathway:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;cellular response to virus:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;positive regulation of cold-induced thermogenesis:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;positive regulation of growth factor dependent skeletal muscle satellite cell proliferation:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;positive regulation of epithelial cell apoptotic process:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;positive regulation of vascular associated smooth muscle cell proliferation:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;regulation of postsynapse to nucleus signaling pathway:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;positive regulation of signaling receptor activity:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;positive regulation of T-helper 17 type immune response:biological_process;GeneToBiologicalProcess
JAK2:gene_hugo;positive regulation of apoptotic signaling pathway:biological_process;GeneToBiologicalProcess
MAF:gene_hugo;None:biological_process;GeneToBiologicalProcess
MAF:gene_hugo;negative regulation of transcription by RNA polymerase II:biological_process;GeneToBiologicalProcess
MAF:gene_hugo;regulation of transcription by RNA polymerase II:biological_process;GeneToBiologicalProcess
MAF:gene_hugo;transcription by RNA polymerase II:biological_process;GeneToBiologicalProcess
MAF:gene_hugo;positive regulation of gene expression:biological_process;GeneToBiologicalProcess
MAF:gene_hugo;megakaryocyte differentiation:biological_process;GeneToBiologicalProcess
MAF:gene_hugo;regulation of chondrocyte differentiation:biological_process;GeneToBiologicalProcess
MAF:gene_hugo;positive regulation of transcription by RNA polymerase II:biological_process;GeneToBiologicalProcess
MAF:gene_hugo;inner ear development:biological_process;GeneToBiologicalProcess
MAF:gene_hugo;integrated stress response signaling:biological_process;GeneToBiologicalProcess
SF3B1:gene_hugo;None:biological_process;GeneToBiologicalProcess
SF3B1:gene_hugo;RNA splicing via transesterification reactions:biological_process;GeneToBiologicalProcess
SF3B1:gene_hugo;mRNA splicing via spliceosome:biological_process;GeneToBiologicalProcess
SF3B1:gene_hugo;chromatin remodeling:biological_process;GeneToBiologicalProcess
SF3B1:gene_hugo;RNA splicing:biological_process;GeneToBiologicalProcess
SF3B1:gene_hugo;positive regulation of transcription by RNA polymerase I:biological_process;GeneToBiologicalProcess
SF3B1:gene_hugo;positive regulation of transcription by RNA polymerase II:biological_process;GeneToBiologicalProcess
SF3B1:gene_hugo;positive regulation of transcription by RNA polymerase III:biological_process;GeneToBiologicalProcess
SF3B1:gene_hugo;U2-type prespliceosome assembly:biological_process;GeneToBiologicalProcess
IDH1:gene_hugo;None:biological_process;GeneToBiologicalProcess
IDH1:gene_hugo;glyoxylate cycle:biological_process;GeneToBiologicalProcess
IDH1:gene_hugo;tricarboxylic acid cycle:biological_process;GeneToBiologicalProcess
IDH1:gene_hugo;isocitrate metabolic process:biological_process;GeneToBiologicalProcess
IDH1:gene_hugo;2-oxoglutarate metabolic process:biological_process;GeneToBiologicalProcess
IDH1:gene_hugo;glutathione metabolic process:biological_process;GeneToBiologicalProcess
IDH1:gene_hugo;response to oxidative stress:biological_process;GeneToBiologicalProcess
IDH1:gene_hugo;female gonad development:biological_process;GeneToBiologicalProcess
IDH1:gene_hugo;response to steroid hormone:biological_process;GeneToBiologicalProcess
IDH1:gene_hugo;regulation of phospholipid catabolic process:biological_process;GeneToBiologicalProcess
IDH1:gene_hugo;regulation of phospholipid biosynthetic process:biological_process;GeneToBiologicalProcess
CHEK2:gene_hugo;None:biological_process;GeneToBiologicalProcess
CHEK2:gene_hugo;DNA damage checkpoint signaling:biological_process;GeneToBiologicalProcess
CHEK2:gene_hugo;G2/M transition of mitotic cell cycle:biological_process;GeneToBiologicalProcess
CHEK2:gene_hugo;double-strand break repair:biological_process;GeneToBiologicalProcess
CHEK2:gene_hugo;regulation of DNA-templated transcription:biological_process;GeneToBiologicalProcess
CHEK2:gene_hugo;protein phosphorylation:biological_process;GeneToBiologicalProcess
CHEK2:gene_hugo;DNA damage response:biological_process;GeneToBiologicalProcess
CHEK2:gene_hugo;DNA damage response signal transduction by p53 class mediator resulting in cell cycle arrest:biological_process;GeneToBiologicalProcess
CHEK2:gene_hugo;DNA damage response signal transduction by p53 class mediator resulting in transcription of p21 class mediator:biological_process;GeneToBiologicalProcess
CHEK2:gene_hugo;intrinsic apoptotic signaling pathway in response to DNA damage:biological_process;GeneToBiologicalProcess
CHEK2:gene_hugo;protein catabolic process:biological_process;GeneToBiologicalProcess
CHEK2:gene_hugo;mitotic intra-S DNA damage checkpoint signaling:biological_process;GeneToBiologicalProcess
CHEK2:gene_hugo;regulation of protein catabolic process:biological_process;GeneToBiologicalProcess
CHEK2:gene_hugo;signal transduction in response to DNA damage:biological_process;GeneToBiologicalProcess
CHEK2:gene_hugo;intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator:biological_process;GeneToBiologicalProcess
CHEK2:gene_hugo;positive regulation of DNA-templated transcription:biological_process;GeneToBiologicalProcess
CHEK2:gene_hugo;protein autophosphorylation:biological_process;GeneToBiologicalProcess
CHEK2:gene_hugo;protein stabilization:biological_process;GeneToBiologicalProcess
CHEK2:gene_hugo;cell division:biological_process;GeneToBiologicalProcess
CHEK2:gene_hugo;thymocyte apoptotic process:biological_process;GeneToBiologicalProcess
CHEK2:gene_hugo;cellular response to gamma radiation:biological_process;GeneToBiologicalProcess
CHEK2:gene_hugo;mitotic spindle assembly:biological_process;GeneToBiologicalProcess
CHEK2:gene_hugo;replicative senescence:biological_process;GeneToBiologicalProcess
CHEK2:gene_hugo;regulation of signal transduction by p53 class mediator:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;None:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;mitotic cell cycle:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;neural tube closure:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;B-1 B cell homeostasis:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;positive regulation of protein phosphorylation:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;B cell proliferation involved in immune response:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;transitional one stage B cell differentiation:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;mismatch repair:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;regulation of DNA-templated transcription:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;autophagy:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;DNA damage response:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;epidermal growth factor receptor signaling pathway:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;integrin-mediated signaling pathway:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;canonical NF-kappaB signal transduction:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;associative learning:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;intrinsic apoptotic signaling pathway in response to DNA damage:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;response to xenobiotic stimulus:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;post-embryonic development:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;regulation of autophagy:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;positive regulation of endothelial cell migration:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;peptidyl-tyrosine phosphorylation:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;cerebellum morphogenesis:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;negative regulation of cell-cell adhesion:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;microspike assembly:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;actin cytoskeleton organization:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;actin filament polymerization:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;regulation of endocytosis:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;regulation of cell adhesion:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;neuron differentiation:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;BMP signaling pathway:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;negative regulation of BMP signaling pathway:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;regulation of axon extension:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;regulation of microtubule polymerization:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;regulation of Cdc42 protein signal transduction:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;positive regulation of type II interferon production:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;positive regulation of interleukin-2 production:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;regulation of actin cytoskeleton organization:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;positive regulation of osteoblast proliferation:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;substrate adhesion-dependent cell spreading:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;cellular response to oxidative stress:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;response to endoplasmic reticulum stress:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;platelet-derived growth factor receptor-beta signaling pathway:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;protein modification process:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;peptidyl-tyrosine autophosphorylation:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;Fc-gamma receptor signaling pathway involved in phagocytosis:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;neuropilin signaling pathway:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;signal transduction in response to DNA damage:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;positive regulation of apoptotic process:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;positive regulation of canonical NF-kappaB signal transduction:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;positive regulation of neuron apoptotic process:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;endothelial cell migration:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;regulation of T cell differentiation:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;positive regulation of vasoconstriction:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;negative regulation of mitotic cell cycle:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;positive regulation of mitotic cell cycle:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;positive regulation of transcription by RNA polymerase II:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;alpha-beta T cell differentiation:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;protein autophosphorylation:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;positive regulation of fibroblast proliferation:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;spleen development:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;thymus development:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;positive regulation of peptidyl-tyrosine phosphorylation:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;activated T cell proliferation:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;T cell receptor signaling pathway:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;B cell receptor signaling pathway:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;neuromuscular process controlling balance:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;positive regulation of release of sequestered calcium ion into cytosol:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;positive regulation of oxidoreductase activity:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;neuron apoptotic process:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;negative regulation of ubiquitin-protein transferase activity:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;myoblast proliferation:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;positive regulation of stress fiber assembly:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;establishment of localization in cell:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;regulation of cell cycle:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;mitochondrial depolarization:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;positive regulation of focal adhesion assembly:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;Bergmann glial cell differentiation:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;cardiac muscle cell proliferation:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;neuroepithelial cell differentiation:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;cellular response to hydrogen peroxide:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;ERK1 and ERK2 cascade:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;negative regulation of ERK1 and ERK2 cascade:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;positive regulation of ERK1 and ERK2 cascade:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;DNA conformation change:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;cellular response to lipopolysaccharide:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;cellular response to transforming growth factor beta stimulus:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;response to epinephrine:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;negative regulation of protein serine/threonine kinase activity:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;positive regulation of cell migration involved in sprouting angiogenesis:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;cellular senescence:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;cell-cell adhesion:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;positive regulation of dendrite development:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;positive regulation of substrate adhesion-dependent cell spreading:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;negative regulation of long-term synaptic potentiation:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;regulation of hematopoietic stem cell differentiation:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;positive regulation of extracellular matrix organization:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;podocyte apoptotic process:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;cellular response to dopamine:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;positive regulation of establishment of T cell polarity:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;DN4 thymocyte differentiation:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;protein localization to cytoplasmic microtubule plus-end:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;positive regulation of microtubule binding:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;positive regulation of actin filament binding:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;regulation of modification of synaptic structure:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;positive regulation of blood vessel branching:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;activation of protein kinase C activity:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;negative regulation of double-strand break repair via homologous recombination:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;positive regulation of Wnt signaling pathway planar cell polarity pathway:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;regulation of cell motility:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;negative regulation of endothelial cell apoptotic process:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;positive regulation of T cell migration:biological_process;GeneToBiologicalProcess
ABL1:gene_hugo;negative regulation of cellular senescence:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;None:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;G1/S transition of mitotic cell cycle:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;negative regulation of transcription by RNA polymerase II:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;MAPK cascade:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;branching involved in ureteric bud morphogenesis:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;positive regulation of mesenchymal cell proliferation:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;chromatin remodeling:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;DNA methylation-dependent heterochromatin formation:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;intracellular iron ion homeostasis:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;DNA damage response:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;response to xenobiotic stimulus:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;response to gamma radiation:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;regulation of cell cycle process:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;positive regulation of gene expression:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;regulation of telomere maintenance:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;negative regulation of stress-activated MAPK cascade:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;protein-DNA complex disassembly:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;cellular response to UV:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;negative regulation of apoptotic process:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;positive regulation of cysteine-type endopeptidase activity involved in apoptotic process:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;fibroblast apoptotic process:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;negative regulation of monocyte differentiation:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;positive regulation of DNA-templated transcription:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;positive regulation of transcription by RNA polymerase II:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;positive regulation of fibroblast proliferation:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;negative regulation of fibroblast proliferation:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;positive regulation of epithelial cell proliferation:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;chromosome organization:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;negative regulation of cell division:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;positive regulation of telomerase activity:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;negative regulation of transcription initiation by RNA polymerase II:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;ERK1 and ERK2 cascade:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;response to growth factor:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;cellular response to hypoxia:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;cellular response to xenobiotic stimulus:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;positive regulation of metanephric cap mesenchymal cell proliferation:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;positive regulation of miRNA transcription:biological_process;GeneToBiologicalProcess
MYC:gene_hugo;regulation of somatic stem cell population maintenance:biological_process;GeneToBiologicalProcess
HRAS:gene_hugo;None:biological_process;GeneToBiologicalProcess
HRAS:gene_hugo;MAPK cascade:biological_process;GeneToBiologicalProcess
HRAS:gene_hugo;positive regulation of protein phosphorylation:biological_process;GeneToBiologicalProcess
HRAS:gene_hugo;regulation of transcription by RNA polymerase II:biological_process;GeneToBiologicalProcess
HRAS:gene_hugo;endocytosis:biological_process;GeneToBiologicalProcess
HRAS:gene_hugo;chemotaxis:biological_process;GeneToBiologicalProcess
HRAS:gene_hugo;signal transduction:biological_process;GeneToBiologicalProcess
HRAS:gene_hugo;cell surface receptor signaling pathway:biological_process;GeneToBiologicalProcess
HRAS:gene_hugo;Ras protein signal transduction:biological_process;GeneToBiologicalProcess
